"affiliation_id","reference_doctor_id","facility_id","department","designation","employment_type","status","start_date","end_date","verification_status","source_type"
"AFF-000153","REF-KA-000095","FAC-HP-0467","Department of Dermatology","Senior Resident","VISITING_CONSULTANT","CURRENT","2019-07-31","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000154","REF-KA-000095","FAC-KA-0060","Department of Oncology","Junior Consultant","VISITING_CONSULTANT","CURRENT","2019-06-20","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000155","REF-DL-000096","FAC-PB-0283","Department of Neurology","Junior Consultant","VISITING_CONSULTANT","ENDED","2014-03-28","2023-01-31","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000156","REF-TG-000097","FAC-GJ-0212","Department of Emergency Medicine","Junior Resident","CONSULTANT","CURRENT","2020-09-18","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000157","REF-KA-000098","FAC-PB-0289","Department of Gastroenterology","Associate Consultant","CONSULTANT","CURRENT","2021-05-06","","PENDING","SYNTHETIC_REFERENCE"
"AFF-000158","REF-KA-000098","FAC-CG-0494","Department of Endocrinology","Junior Consultant","VISITING_CONSULTANT","ENDED","2008-07-20","2016-08-17","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000159","REF-MH-000099","FAC-HR-0316","Department of Surgery","Registrar","FULL_TIME","CURRENT","2018-03-10","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000160","REF-MH-000099","FAC-MP-0350","Department of Cardiology","Resident Physician","FULL_TIME","CURRENT","2013-10-28","","PENDING","SYNTHETIC_REFERENCE"
"AFF-000161","REF-MH-000099","FAC-HP-0458","Department of Oncology","Junior Resident","CONSULTANT","CURRENT","2010-05-07","","PENDING","SYNTHETIC_REFERENCE"
"AFF-000162","REF-MH-000100","FAC-PB-0296","Department of Pulmonology","Head of Department","RESIDENT","ENDED","2003-11-07","2011-07-13","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000163","REF-MH-000100","FAC-GJ-0221","Department of Cardiology","Senior Resident","FULL_TIME","CURRENT","2021-02-12","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000164","REF-KA-000101","FAC-MH-0082","Department of Obstetrics","Associate Consultant","VISITING_CONSULTANT","CURRENT","2010-10-12","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000165","REF-KA-000101","FAC-OD-0374","Department of Obstetrics","Head of Department","PART_TIME","CURRENT","2003-01-08","","PENDING","SYNTHETIC_REFERENCE"
"AFF-000166","REF-RJ-000102","FAC-TN-0039","Department of Pediatrics","Resident Physician","RESIDENT","CURRENT","2008-06-14","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000167","REF-UP-000104","FAC-MP-0346","Department of Gastroenterology","Consultant","CONSULTANT","ENDED","2006-05-30","2011-07-18","PENDING","SYNTHETIC_REFERENCE"
"AFF-000168","REF-KER-000105","FAC-KA-0056","Department of Pulmonology","Head of Department","VISITING_CONSULTANT","ENDED","2007-08-26","2008-06-04","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000169","REF-KER-000105","FAC-TG-0131","Department of Endocrinology","Medical Officer","CONSULTANT","ENDED","2010-04-09","2018-12-25","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000170","REF-KER-000105","FAC-KA-0062","Department of Ophthalmology","Senior Resident","VISITING_CONSULTANT","ENDED","2018-09-24","2022-08-24","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000171","REF-MH-000106","FAC-CG-0480","Department of Neurology","Consultant","PART_TIME","ENDED","2022-12-17","2029-06-09","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000172","REF-MH-000106","FAC-MH-0091","Department of Obstetrics","Junior Resident","CONSULTANT","CURRENT","2000-11-04","","PENDING","SYNTHETIC_REFERENCE"
"AFF-000173","REF-TN-000107","FAC-AS-0445","Department of Dermatology","Registrar","RESIDENT","CURRENT","2008-09-19","","PENDING","SYNTHETIC_REFERENCE"
"AFF-000174","REF-TN-000107","FAC-AP-0153","Department of Endocrinology","Senior Resident","RESIDENT","CURRENT","2004-08-31","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000175","REF-TN-000107","FAC-HP-0462","Department of Oncology","Senior Consultant","CONSULTANT","CURRENT","2002-02-12","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000176","REF-PB-000108","FAC-JH-0406","Department of Oncology","Consultant","VISITING_CONSULTANT","CURRENT","2001-09-10","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000177","REF-GJ-000109","FAC-MP-0344","Department of Psychiatry","Resident Physician","PART_TIME","ENDED","2008-04-12","2015-01-02","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000178","REF-GJ-000109","FAC-MH-0088","Department of Nephrology","Consultant","CONSULTANT","CURRENT","2016-12-07","","PENDING","SYNTHETIC_REFERENCE"
"AFF-000179","REF-ML-000110","FAC-CG-0481","Department of Pediatrics","Head of Department","RESIDENT","ENDED","2019-06-19","2029-04-25","PENDING","SYNTHETIC_REFERENCE"
"AFF-000180","REF-UK-000111","FAC-TG-0135","Department of Cardiology","Junior Consultant","RESIDENT","CURRENT","2008-07-09","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000181","REF-KER-000112","FAC-KA-0069","Department of Pediatrics","Registrar","PART_TIME","CURRENT","2000-04-23","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000182","REF-KER-000112","FAC-KER-0004","Department of Oncology","Senior Consultant","PART_TIME","ENDED","2010-04-23","2013-11-28","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000183","REF-MH-000113","FAC-MP-0336","Department of Psychiatry","Junior Resident","FULL_TIME","CURRENT","2011-06-11","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000184","REF-MH-000113","FAC-OD-0372","Department of Radiology","Junior Consultant","CONSULTANT","CURRENT","2018-04-06","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000185","REF-MH-000113","FAC-TN-0050","Department of Endocrinology","Junior Consultant","PART_TIME","CURRENT","2007-03-28","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000186","REF-DL-000114","FAC-JH-0415","Department of Radiology","Consultant","RESIDENT","CURRENT","2015-06-29","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000187","REF-TG-000115","FAC-MP-0338","Department of Ophthalmology","Associate Consultant","RESIDENT","CURRENT","2011-03-04","","PENDING","SYNTHETIC_REFERENCE"
"AFF-000188","REF-TG-000115","FAC-MH-0090","Department of Pulmonology","Junior Consultant","FULL_TIME","CURRENT","2018-04-22","","PENDING","SYNTHETIC_REFERENCE"
"AFF-000189","REF-KA-000116","FAC-DL-0123","Department of Psychiatry","Medical Officer","PART_TIME","CURRENT","2021-03-29","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000190","REF-TG-000118","FAC-RJ-0233","Department of Neurosurgery","Senior Consultant","CONSULTANT","CURRENT","2013-11-23","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000191","REF-KA-000119","FAC-KER-0008","Department of Gastroenterology","Associate Consultant","CONSULTANT","ENDED","2011-04-03","2017-09-11","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000192","REF-KA-000119","FAC-KER-0002","Department of Obstetrics","Senior Consultant","VISITING_CONSULTANT","CURRENT","2018-09-22","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000193","REF-RJ-000120","FAC-TN-0039","Department of Oncology","Medical Officer","PART_TIME","CURRENT","2019-12-05","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000194","REF-UP-000121","FAC-DL-0114","Department of ENT","Medical Officer","RESIDENT","ENDED","2010-01-06","2018-12-29","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000195","REF-UP-000121","FAC-BR-0398","Department of Orthopedics","Associate Consultant","RESIDENT","ENDED","2004-04-28","2007-11-20","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000196","REF-UP-000121","FAC-WB-0179","Department of ENT","Registrar","PART_TIME","CURRENT","2018-12-01","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000197","REF-GJ-000122","FAC-OD-0374","Department of Orthopedics","Junior Consultant","PART_TIME","CURRENT","2007-07-05","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000198","REF-KA-000123","FAC-JH-0417","Department of Neurology","Junior Resident","RESIDENT","ENDED","2003-11-01","2008-02-23","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000199","REF-KA-000123","FAC-HP-0456","Department of Surgery","Junior Consultant","PART_TIME","ENDED","2017-06-10","2023-07-10","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000200","REF-KER-000124","FAC-TN-0034","Department of Pulmonology","Resident Physician","RESIDENT","CURRENT","2003-10-18","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000201","REF-KER-000124","FAC-TN-0040","Department of Medicine","Medical Officer","PART_TIME","CURRENT","2019-08-17","","PENDING","SYNTHETIC_REFERENCE"
"AFF-000202","REF-MH-000125","FAC-HP-0455","Department of Radiology","Senior Consultant","PART_TIME","CURRENT","2018-10-31","","PENDING","SYNTHETIC_REFERENCE"
"AFF-000203","REF-MH-000125","FAC-PB-0281","Department of Oncology","Resident Physician","CONSULTANT","CURRENT","2008-05-02","","PENDING","SYNTHETIC_REFERENCE"
"AFF-000204","REF-MH-000125","FAC-RJ-0230","Department of Gastroenterology","Medical Officer","RESIDENT","ENDED","2021-07-07","2024-06-27","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000205","REF-UP-000126","FAC-KA-0067","Department of Gastroenterology","Head of Department","CONSULTANT","CURRENT","2018-08-29","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000206","REF-KA-000127","FAC-MH-0097","Department of Cardiology","Senior Resident","RESIDENT","ENDED","2018-04-14","2025-01-09","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000207","REF-TN-000128","FAC-PB-0299","Department of Ophthalmology","Junior Resident","FULL_TIME","ENDED","2013-02-01","2014-05-31","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000208","REF-TN-000128","FAC-HR-0304","Department of Obstetrics","Resident Physician","RESIDENT","ENDED","2018-08-16","2023-08-27","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000209","REF-TN-000128","FAC-DL-0125","Department of Ophthalmology","Head of Department","PART_TIME","CURRENT","2003-11-03","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000210","REF-TN-000129","FAC-UP-0260","Department of Obstetrics","Senior Resident","VISITING_CONSULTANT","CURRENT","2020-04-25","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000211","REF-BR-000130","FAC-UP-0254","Department of Anesthesiology","Senior Resident","RESIDENT","CURRENT","2012-05-28","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000212","REF-BR-000130","FAC-UP-0259","Department of Cardiology","Junior Resident","PART_TIME","CURRENT","2008-08-09","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000213","REF-BR-000130","FAC-AP-0160","Department of Orthopedics","Registrar","RESIDENT","CURRENT","2016-12-04","","PENDING","SYNTHETIC_REFERENCE"
"AFF-000214","REF-TN-000131","FAC-KA-0067","Department of ENT","Resident Physician","VISITING_CONSULTANT","CURRENT","2015-10-06","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000215","REF-TN-000132","FAC-WB-0200","Department of Neurosurgery","Senior Consultant","CONSULTANT","CURRENT","2021-07-03","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000216","REF-TN-000132","FAC-MH-0089","Department of Anesthesiology","Senior Resident","RESIDENT","CURRENT","2003-03-19","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000217","REF-MH-000133","FAC-BR-0389","Department of Obstetrics","Senior Consultant","FULL_TIME","CURRENT","2018-06-09","","PENDING","SYNTHETIC_REFERENCE"
"AFF-000218","REF-MH-000133","FAC-MH-0083","Department of Medicine","Resident Physician","RESIDENT","CURRENT","2022-10-13","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000219","REF-WB-000134","FAC-OD-0372","Department of Pediatrics","Resident Physician","FULL_TIME","CURRENT","2004-01-15","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000220","REF-TN-000135","FAC-GJ-0224","Department of Medicine","Medical Officer","RESIDENT","CURRENT","2016-11-01","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000221","REF-KA-000136","FAC-AS-0440","Department of Oncology","Senior Consultant","FULL_TIME","CURRENT","2004-07-23","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000222","REF-KA-000136","FAC-HR-0304","Department of Endocrinology","Senior Consultant","CONSULTANT","ENDED","2022-07-15","2025-05-07","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000223","REF-DL-000137","FAC-DL-0106","Department of Neurosurgery","Junior Consultant","FULL_TIME","CURRENT","2001-06-12","","PENDING","SYNTHETIC_REFERENCE"
"AFF-000224","REF-NL-000138","FAC-RJ-0242","Department of Psychiatry","Registrar","VISITING_CONSULTANT","CURRENT","2001-12-02","","PENDING","SYNTHETIC_REFERENCE"
"AFF-000225","REF-TN-000139","FAC-CG-0482","Department of Nephrology","Senior Resident","CONSULTANT","CURRENT","2014-04-29","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000226","REF-GJ-000140","FAC-UP-0267","Department of Neurosurgery","Junior Consultant","CONSULTANT","CURRENT","2000-06-25","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000227","REF-MH-000141","FAC-MP-0342","Department of ENT","Senior Consultant","CONSULTANT","CURRENT","2015-02-18","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000228","REF-AP-000142","FAC-RJ-0246","Department of Psychiatry","Medical Officer","PART_TIME","CURRENT","2018-02-26","","PENDING","SYNTHETIC_REFERENCE"
"AFF-000229","REF-TG-000143","FAC-KER-0015","Department of Neurology","Junior Resident","CONSULTANT","CURRENT","2002-12-31","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000230","REF-TG-000143","FAC-MH-0100","Department of Pulmonology","Head of Department","FULL_TIME","CURRENT","2007-05-19","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000231","REF-TN-000144","FAC-OD-0356","Department of Emergency Medicine","Junior Resident","VISITING_CONSULTANT","CURRENT","2004-02-06","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000232","REF-TN-000144","FAC-AP-0151","Department of Pulmonology","Junior Consultant","PART_TIME","ENDED","2020-04-03","2024-06-05","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000233","REF-CG-000145","FAC-AS-0434","Department of Pulmonology","Resident Physician","VISITING_CONSULTANT","ENDED","2017-03-31","2023-12-24","PENDING","SYNTHETIC_REFERENCE"
"AFF-000234","REF-CG-000145","FAC-BR-0397","Department of Medicine","Junior Resident","PART_TIME","CURRENT","2010-07-24","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000235","REF-CG-000145","FAC-PB-0280","Department of Emergency Medicine","Resident Physician","PART_TIME","ENDED","2019-07-10","2026-08-12","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000236","REF-TN-000146","FAC-OD-0372","Department of Neurology","Medical Officer","FULL_TIME","CURRENT","2014-05-13","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000237","REF-TN-000146","FAC-KER-0019","Department of Psychiatry","Consultant","VISITING_CONSULTANT","CURRENT","2008-08-27","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000238","REF-KER-000147","FAC-DL-0115","Department of Nephrology","Medical Officer","VISITING_CONSULTANT","CURRENT","2004-09-21","","PENDING","SYNTHETIC_REFERENCE"
"AFF-000239","REF-HR-000148","FAC-BR-0381","Department of Anesthesiology","Consultant","CONSULTANT","ENDED","2020-03-11","2027-07-21","PENDING","SYNTHETIC_REFERENCE"
"AFF-000240","REF-HR-000148","FAC-MH-0085","Department of Pediatrics","Registrar","PART_TIME","ENDED","2013-01-23","2016-11-08","PENDING","SYNTHETIC_REFERENCE"
"AFF-000241","REF-HR-000148","FAC-CG-0482","Department of Cardiology","Associate Consultant","FULL_TIME","ENDED","2012-04-27","2020-10-22","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000242","REF-KA-000149","FAC-AS-0426","Department of Emergency Medicine","Registrar","CONSULTANT","CURRENT","2001-11-01","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000243","REF-MH-000150","FAC-WB-0176","Department of Radiology","Junior Resident","CONSULTANT","CURRENT","2011-03-12","","PENDING","SYNTHETIC_REFERENCE"
"AFF-000244","REF-DL-000151","FAC-MP-0329","Department of Ophthalmology","Junior Resident","PART_TIME","CURRENT","2008-11-19","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000245","REF-DL-000151","FAC-TN-0038","Department of Surgery","Consultant","VISITING_CONSULTANT","CURRENT","2010-08-04","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000246","REF-MH-000152","FAC-RJ-0234","Department of Endocrinology","Junior Resident","CONSULTANT","CURRENT","2009-01-18","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000247","REF-MH-000152","FAC-OD-0369","Department of Emergency Medicine","Resident Physician","PART_TIME","CURRENT","2009-10-13","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000248","REF-AP-000153","FAC-HR-0302","Department of ENT","Head of Department","CONSULTANT","CURRENT","2020-04-03","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000249","REF-AP-000153","FAC-KA-0061","Department of Emergency Medicine","Senior Consultant","PART_TIME","CURRENT","2011-11-03","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000250","REF-AP-000153","FAC-HP-0473","Department of Emergency Medicine","Medical Officer","PART_TIME","ENDED","2012-06-17","2016-04-18","PENDING","SYNTHETIC_REFERENCE"
"AFF-000251","REF-KA-000154","FAC-HP-0474","Department of Pulmonology","Associate Consultant","RESIDENT","ENDED","2020-01-17","2025-01-23","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000252","REF-KA-000154","FAC-CG-0490","Department of Pulmonology","Junior Consultant","FULL_TIME","CURRENT","2012-02-03","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000253","REF-KER-000155","FAC-UP-0267","Department of Emergency Medicine","Medical Officer","CONSULTANT","ENDED","2017-07-13","2024-10-11","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000254","REF-KER-000155","FAC-UP-0266","Department of Gastroenterology","Medical Officer","CONSULTANT","CURRENT","2003-07-13","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000255","REF-KA-000156","FAC-AP-0153","Department of Obstetrics","Medical Officer","FULL_TIME","CURRENT","2001-09-17","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000256","REF-KA-000157","FAC-HP-0461","Department of Emergency Medicine","Resident Physician","RESIDENT","CURRENT","2012-08-16","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000257","REF-DL-000158","FAC-TG-0134","Department of Orthopedics","Resident Physician","CONSULTANT","CURRENT","2020-04-22","","PENDING","SYNTHETIC_REFERENCE"
"AFF-000258","REF-DL-000158","FAC-AP-0154","Department of Neurosurgery","Senior Resident","VISITING_CONSULTANT","CURRENT","2018-06-24","","PENDING","SYNTHETIC_REFERENCE"
"AFF-000259","REF-DL-000158","FAC-HR-0309","Department of Nephrology","Resident Physician","VISITING_CONSULTANT","ENDED","2007-04-26","2013-12-21","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000260","REF-KA-000159","FAC-HP-0464","Department of ENT","Head of Department","FULL_TIME","ENDED","2011-01-08","2018-05-13","PENDING","SYNTHETIC_REFERENCE"
"AFF-000261","REF-KA-000159","FAC-TG-0130","Department of Obstetrics","Senior Consultant","CONSULTANT","CURRENT","2007-07-21","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000262","REF-GJ-000160","FAC-CG-0482","Department of ENT","Junior Consultant","FULL_TIME","CURRENT","2005-03-01","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000263","REF-DL-000161","FAC-KER-0010","Department of Radiology","Senior Resident","RESIDENT","CURRENT","2020-08-04","","PENDING","SYNTHETIC_REFERENCE"
"AFF-000264","REF-KA-000162","FAC-OD-0369","Department of Medicine","Senior Resident","CONSULTANT","CURRENT","2009-08-31","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000265","REF-KA-000162","FAC-HR-0308","Department of Pulmonology","Senior Resident","PART_TIME","ENDED","2020-04-08","2030-02-25","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000266","REF-KA-000162","FAC-RJ-0245","Department of Obstetrics","Junior Resident","VISITING_CONSULTANT","CURRENT","2021-06-30","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000267","REF-TG-000163","FAC-TN-0035","Department of Orthopedics","Junior Resident","RESIDENT","CURRENT","2019-09-21","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000268","REF-TG-000163","FAC-AS-0436","Department of Cardiology","Junior Resident","RESIDENT","CURRENT","2010-06-05","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000269","REF-MH-000164","FAC-BR-0392","Department of Pediatrics","Junior Resident","RESIDENT","ENDED","2005-05-09","2008-07-22","PENDING","SYNTHETIC_REFERENCE"
"AFF-000270","REF-MH-000164","FAC-DL-0102","Department of Neurosurgery","Junior Resident","PART_TIME","CURRENT","2018-11-25","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000271","REF-WB-000165","FAC-HR-0313","Department of Pulmonology","Junior Resident","VISITING_CONSULTANT","CURRENT","2012-06-01","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000272","REF-KA-000166","FAC-RJ-0232","Department of Obstetrics","Senior Resident","FULL_TIME","CURRENT","2012-01-25","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-000273","REF-TN-000167","FAC-JH-0412","Department of Anesthesiology","Resident Physician","PART_TIME","CURRENT","2012-11-19","","PENDING","SYNTHETIC_REFERENCE"
